GeneID,ANNOTATION_SYMBOL,NAME,R1 + prov,R2,R3,R4,R5
FBgn0045483,CG30189,Gustatory receptor 59a,0.000,0.000,0.000,0.000,0.000
FBgn0045485,CG31748,Gustatory receptor 36c,0.000,0.275,0.339,1.233,4.119
FBgn0045486,CG31744,Gustatory receptor 36b,0.000,0.000,0.042,0.037,0.087
FBgn0045487,CG31747,Gustatory receptor 36a,0.000,0.141,0.000,0.290,0.260
FBgn0045495,CG13788,Gustatory receptor 28b,1.871,0.585,0.022,1.290,5.037
FBgn0045497,CG31936,Gustatory receptor 22e,0.086,0.034,0.000,0.000,0.000
FBgn0045498,CG31930,Gustatory receptor 22d,0.000,0.000,0.000,0.013,0.000
FBgn0045499,,,0.000,0.000,0.000,0.000,0.000
FBgn0045500,CG31931,Gustatory receptor 22b,0.000,0.000,0.000,0.000,0.000
FBgn0045501,CG31662,Gustatory receptor 22a,0.000,0.000,0.000,0.044,0.000
FBgn0045502,CG32664,Gustatory receptor 10a,0.370,0.348,0.262,0.287,0.276
FBgn0045759,CG18647,biniou,0.028,0.074,0.005,0.074,0.423
FBgn0045761,CG10618,CHKov1,7.139,10.861,7.203,11.233,11.312
FBgn0045770,CG32063,Sperm-Leucylaminopeptidase 3,0.000,0.015,0.029,0.011,0.000
FBgn0045800,CR32886,U snoRNA host gene 1,6.005,7.498,10.244,6.837,4.881
FBgn0045823,CG16707,visgun,28.663,42.433,48.915,43.858,48.079
FBgn0045827,CG13245,-,0.000,0.000,0.000,0.000,0.000
FBgn0045842,CG31732,yuri gagarin,0.410,0.642,1.118,1.309,0.930
FBgn0045843,CG2595,Rac GTPase activating protein at 84C,0.000,0.000,0.000,0.000,0.000
FBgn0045852,CG31753,hamlet,0.005,0.025,0.010,0.037,0.098
FBgn0045862,CG12878,barentsz,0.343,0.443,0.372,0.487,0.589
FBgn0045866,CG11785,baiser,421.054,229.482,216.577,239.580,176.636
FBgn0045980,CG10951,nimA-like kinase,0.445,0.533,0.246,0.419,0.344
FBgn0046113,CG4226,Glutamate receptor IIC,0.022,0.067,0.047,0.025,0.008
FBgn0046114,CG4919,Glutamate-cysteine ligase modifier subunit,94.881,107.113,121.891,206.384,99.783
FBgn0046212,CG15841,-,0.000,0.000,0.000,0.000,0.000
FBgn0046214,CG11844,vig2,12.197,12.760,15.916,14.879,11.118
FBgn0046222,CG1109,-,0.986,0.792,0.775,1.215,0.924
FBgn0046225,CG17230,-,0.147,0.140,0.186,0.214,0.183
FBgn0046247,CG5938,-,3.047,5.237,5.300,4.279,4.152
FBgn0046253,CG3502,-,0.050,0.032,0.016,0.022,0.354
FBgn0046258,CG12880,-,0.300,0.173,0.240,0.152,0.556
FBgn0046294,CG12699,-,0.788,0.165,0.778,0.785,0.335
FBgn0046296,CG11534,-,4.562,7.609,6.682,8.958,8.960
FBgn0046297,CR9284,-,0.116,0.055,0.000,0.018,0.087
FBgn0046301,CG7148,-,4.887,6.766,8.061,10.067,8.271
FBgn0046302,CG10650,-,457.559,641.246,349.154,764.228,1080.151
FBgn0046322,CG33338,p38c,5.359,13.067,8.823,38.613,59.546
FBgn0046323,CG40446,Occludin-Related Y,0.000,0.000,0.000,0.000,0.000
FBgn0046332,CG31003,gasket,0.014,0.219,0.077,0.022,0.113
FBgn0046685,CG31127,Wsck,3.984,0.438,0.286,1.263,3.424
FBgn0046687,CG3171,Trapped in endoderm 1,10.034,0.908,0.399,4.160,2.980
FBgn0046689,CG31421,Tak1-like 1,4.913,11.530,5.299,5.774,15.207
FBgn0046692,CG40293,Ste20-like kinase,4.373,6.873,6.002,8.013,9.612
FBgn0046696,CR32868,Ribonuclease P RNA,1.575,3.443,4.581,2.186,4.888
FBgn0046697,CG40440,Ppr-Y,0.000,0.000,0.000,0.000,0.000
FBgn0046698,CG40448,Pp1-Y2,0.000,0.000,0.000,0.000,0.000
FBgn0046704,CG11199,Liprin-alpha,0.720,1.488,1.351,1.548,2.370
FBgn0046706,CG40080,Haspin,9.096,16.609,12.480,19.737,17.558
FBgn0046756,CR33945,putative noncoding RNA 017:3R,0.000,0.072,0.000,0.039,0.000
FBgn0046763,CG17278,-,3.880,3.599,1.511,6.010,2.261
FBgn0046776,CR14033,-,1.515,1.421,0.239,0.204,0.524
FBgn0046793,CG32236,-,0.000,0.000,0.009,0.009,0.000
FBgn0046873,CG31483,PFTAIRE-interacting factor 2,0.000,0.000,0.000,0.000,0.000
FBgn0046874,CG33720,PFTAIRE-interacting factor 1B,0.000,0.000,0.000,0.000,0.000
FBgn0046875,CG31558,Odorant-binding protein 83g,0.000,0.000,0.000,0.000,0.095
FBgn0046876,CG31557,Odorant-binding protein 83ef,0.000,0.000,0.000,0.015,0.000
FBgn0046878,CG15582,Odorant-binding protein 83cd,0.019,0.000,0.000,0.098,0.114
FBgn0046879,CG30128,Odorant-binding protein 56c,0.000,0.018,0.000,0.009,0.017
FBgn0046880,CG30129,Odorant-binding protein 56b,0.040,0.158,0.000,0.000,0.215
FBgn0046885,CG31061,Gustatory receptor 98d,0.252,0.592,0.100,0.128,0.308
FBgn0046886,CG31060,Gustatory receptor 98c,0.000,0.011,0.020,0.000,0.000
FBgn0046887,CG31059,Gustatory receptor 98b,0.000,0.011,0.000,0.000,0.000
FBgn0046888,CG31750,-,0.000,0.000,0.081,0.078,0.217
FBgn0046999,CG6429,-,0.000,0.000,0.000,0.000,0.000
FBgn0047000,CR33946,putative noncoding RNA 008:3L,0.162,0.000,0.159,0.083,0.000
FBgn0047038,CG6463,-,123.980,138.335,265.244,115.034,71.813
FBgn0047092,CR32730,-,0.000,0.007,0.000,0.029,0.048
FBgn0047095,CR33939,putative noncoding RNA 004:X,2.052,2.924,1.950,1.529,2.865
FBgn0047114,CG31142,-,29.956,45.293,28.993,39.612,40.131
FBgn0047133,CR31696,putative noncoding RNA 003:2L,0.822,1.884,0.277,3.399,3.796
FBgn0047135,CG32276,-,456.803,384.549,190.945,327.296,201.979
FBgn0047178,CG32147,-,97.191,25.677,18.959,24.697,23.184
FBgn0047199,CG31517,-,0.000,0.000,0.000,0.000,0.000
FBgn0047205,CR32385,-,1.008,1.629,2.438,0.991,0.701
FBgn0047330,CG32235,-,1.791,3.561,0.000,0.022,0.023
FBgn0047334,CG33943,BG642312,39.920,50.001,3.005,17.223,19.853
FBgn0047338,CG32148,-,0.073,0.144,0.000,0.131,0.255
FBgn0047351,CG31468,-,0.053,0.028,0.000,0.000,0.103
FBgn0050000,CG30000,Glutathione S transferase T1,21.672,39.621,25.320,43.685,48.482
FBgn0050001,CG30001,-,0.956,1.705,1.733,2.288,3.257
FBgn0050005,CG30005,Glutathione S transferase T2,5.351,9.748,5.595,10.027,9.621
FBgn0050007,CG30007,-,0.060,0.298,0.292,0.300,0.431
FBgn0050008,CG30008,-,0.000,0.000,0.000,0.000,0.000
FBgn0050009,CR30009,-,0.046,0.085,0.063,0.057,0.079
FBgn0050010,CG30010,-,2.364,1.095,2.590,0.575,0.089
FBgn0050011,CG30011,gemini,2.925,6.367,4.659,6.416,12.232
FBgn0050015,CG30015,-,0.381,0.996,1.134,1.093,1.426
FBgn0050016,CG30016,-,1.750,7.028,16.014,4.257,4.233
FBgn0050018,CG30018,methuselah-like 13,0.064,0.116,0.000,0.177,0.135
FBgn0050020,CG30020,-,0.465,1.018,1.013,1.061,1.079
FBgn0050021,CG30021,menage a trois,0.354,0.682,0.458,1.063,1.409
FBgn0050022,CG30022,-,13.132,18.935,20.995,14.313,9.730
FBgn0050025,CG30025,-,10.720,1.488,0.000,0.055,0.000
FBgn0050026,CG30026,-,0.249,0.215,0.032,0.170,0.170
FBgn0050029,CR30029,-,0.000,0.000,0.000,0.087,0.000
FBgn0050031,CG30031,-,0.021,0.226,0.097,0.019,0.000
FBgn0050033,CG30033,-,0.037,0.058,0.063,0.184,0.148
FBgn0050035,CG30035,Trehalose transporter 1-1,5.502,5.366,4.628,7.867,9.041
FBgn0050036,CG30036,-,0.000,0.010,0.000,0.019,0.038
FBgn0050037,CG30037,-,0.000,0.000,0.000,0.047,0.010
FBgn0050039,CG30039,-,0.173,0.377,0.068,0.332,0.241
FBgn0050042,CG30042,Cuticular protein 49Ab,0.000,0.000,0.000,0.000,0.194
FBgn0050043,CG30043,-,0.000,0.021,0.025,0.240,1.711
FBgn0050044,CG30044,stanley-cup,0.015,0.057,0.003,0.051,0.303
FBgn0050045,CG30045,Cuticular protein 49Aa,0.000,0.000,0.000,0.024,0.751
FBgn0050046,CG30046,-,0.032,2.744,6.392,1.911,0.883
FBgn0050047,CG30047,-,0.445,7.881,0.138,0.895,32.797
FBgn0050048,CG30048,-,0.000,0.000,0.000,0.000,0.000
FBgn0050049,CG30049,-,0.405,0.539,0.205,0.510,1.332
FBgn0050050,CG30050,-,0.000,0.000,0.000,0.000,0.000
FBgn0050051,CG30051,-,24.574,24.689,17.972,24.205,16.644
FBgn0050052,CG30052,Odorant-binding protein 49a,12.731,0.201,0.017,2.582,2.334
FBgn0050053,CG30053,-,0.015,0.000,0.000,0.026,0.000
FBgn0050054,CG30054,-,0.123,0.209,0.053,0.081,0.077
FBgn0050055,CR30055,-,2.351,5.068,5.848,4.957,7.331
FBgn0050056,CG30056,-,0.132,0.046,0.069,0.890,0.441
FBgn0050058,CG30058,-,0.000,0.000,0.000,0.000,0.000
FBgn0050060,,,0.025,2.069,3.026,2.842,1.098
FBgn0050062,CG30062,-,0.000,0.000,0.000,0.064,0.000
FBgn0050065,CG30065,-,0.000,0.122,0.000,0.026,0.089
FBgn0050067,CG30067,Odorant-binding protein 50a,0.000,0.000,0.000,0.009,0.000
FBgn0050069,CG30069,-,0.918,1.600,0.891,1.175,3.229
FBgn0050072,CG30072,Odorant-binding protein 50c,0.000,0.000,0.000,0.000,0.000
FBgn0050073,CG30073,Odorant-binding protein 50b,0.000,0.000,0.000,0.000,0.000
FBgn0050074,CG30074,Odorant-binding protein 50d,0.000,0.050,0.000,0.000,0.000
FBgn0050075,CG30075,-,0.000,0.106,0.000,0.156,0.000
FBgn0050076,CG30076,-,0.000,0.029,0.000,0.053,0.071
FBgn0050077,CG30077,BLOC-1 subunit 1,40.420,59.989,45.871,58.144,46.403
FBgn0050080,CG30080,-,0.000,0.000,0.000,0.000,0.000
FBgn0050081,CG30081,Ionotropic receptor 51b,0.000,0.100,0.051,0.046,0.071
FBgn0050082,CG30082,-,0.099,0.057,0.000,0.148,0.228
FBgn0050083,CG30083,-,2.018,0.000,0.229,0.081,0.301
FBgn0050085,CG30085,Rap1 interacting factor 1 homolog,0.248,1.504,0.375,0.787,0.621
FBgn0050087,CG30087,-,0.000,0.000,0.243,0.000,0.016
FBgn0050088,CG30088,-,0.000,0.000,0.059,0.000,0.000
FBgn0050089,CG30089,-,3.757,4.509,23.755,1.518,1.542
FBgn0050090,CG30090,-,0.746,0.338,0.000,3.592,0.404
FBgn0050091,CG30091,-,0.010,0.000,0.015,0.028,0.032
FBgn0050093,CG30093,-,0.192,0.283,0.343,0.114,0.247
FBgn0050094,CG30094,-,13.391,21.145,16.253,18.332,12.383
FBgn0050095,CG30095,-,0.039,0.169,0.369,0.941,0.837
FBgn0050096,CG30096,-,1.526,4.072,2.391,2.958,3.489
FBgn0050098,CG30098,-,0.000,0.027,0.000,0.019,0.000
FBgn0050099,CG30099,-,2.030,3.801,0.771,5.786,9.356
FBgn0050100,CG30100,-,0.000,0.000,0.000,0.000,0.000
FBgn0050101,CG30101,-,0.000,0.111,0.000,0.123,0.000
FBgn0050103,CG30103,-,0.026,0.129,0.013,0.161,0.059
FBgn0050104,CG30104,Ecto-5'-nucleotidase 2,26.506,6.514,0.742,4.240,1.580
FBgn0050105,CG30105,-,8.819,9.079,8.378,10.131,10.652
FBgn0050106,CG30106,CCHamide-1 receptor,0.196,2.766,4.319,1.315,0.083
FBgn0050108,CG30108,-,0.000,0.000,0.000,0.000,0.000
FBgn0050109,CG30109,-,7.462,14.742,20.532,21.813,40.007
FBgn0050110,CG30110,-,0.013,0.011,0.000,0.007,0.000
FBgn0050114,CG30114,-,0.000,0.053,0.000,0.000,0.000
FBgn0050115,CG30115,Guanine nucleotide exchange factor in mesoderm,3.630,5.754,5.310,8.738,14.013
FBgn0050118,CG30118,-,2.715,6.427,14.474,12.811,20.524
FBgn0050120,CG30120,-,0.000,0.000,0.000,0.000,0.000
FBgn0050121,CR30121,-,0.462,0.082,0.065,0.032,0.173
FBgn0050122,CG30122,-,2.220,3.870,3.511,4.451,5.660
FBgn0050125,CG30125,Ionotropic receptor 56a,0.000,0.026,0.055,0.033,0.248
FBgn0050127,,,0.031,0.093,0.020,0.180,0.350
FBgn0050145,CG30145,Odorant-binding protein 57e,0.285,0.657,0.000,0.608,1.504
FBgn0050147,CG30147,Hillarin,0.690,0.503,0.225,0.472,0.581
FBgn0050148,CG30148,-,3.856,2.360,4.864,53.149,196.728
FBgn0050151,CG30151,-,3.347,0.718,2.829,0.505,0.081
FBgn0050154,CG30154,-,30.991,28.902,15.568,105.339,109.800
FBgn0050155,CR30155,transfer RNA:CR30155,0.000,0.000,0.000,0.000,0.000
FBgn0050156,CG30156,-,0.573,0.842,0.876,1.858,1.972
FBgn0050157,CG30157,-,4.272,6.953,5.518,5.717,4.587
FBgn0050158,CG30158,-,0.259,0.089,0.041,0.344,0.070
FBgn0050159,CG30159,-,4.689,2.728,3.999,1.502,1.923
FBgn0050160,CG30160,-,0.000,0.000,0.000,0.000,0.000
FBgn0050161,CG30161,-,0.020,0.079,0.060,0.139,0.343
FBgn0050163,CG30163,Cuticular protein 60D,0.793,0.500,0.150,0.194,0.864
FBgn0050169,CG30169,"Breast cancer 2, early onset homolog",0.394,0.693,1.094,0.762,0.864
FBgn0050172,CG30172,-,783.169,17.753,60.807,2.895,2.365
FBgn0050177,CG30177,-,0.011,0.000,0.000,0.026,0.000
FBgn0050178,CG30178,-,1.003,1.221,2.539,3.325,1.443
FBgn0050181,CG30181,pickpocket 3,0.079,0.550,0.633,0.216,0.084
FBgn0050183,CG30183,-,3.439,2.922,2.248,2.231,2.637
FBgn0050184,CG30184,-,0.022,0.418,0.514,2.795,0.881
FBgn0050185,CG30185,-,26.475,48.250,54.496,58.883,37.651
FBgn0050187,CG30187,-,0.032,0.160,0.107,0.083,0.045
FBgn0050192,CG30192,-,0.000,0.000,0.193,0.000,0.000
FBgn0050194,,,0.011,0.051,0.019,0.022,0.002
FBgn0050195,CG30195,-,0.205,0.000,0.000,0.000,0.090
FBgn0050196,CG30196,-,3.078,0.794,0.079,1.847,3.133
FBgn0050197,CG30197,-,116.040,0.745,5.171,4.378,5.252
FBgn0050198,CR30198,transfer RNA:CR30198,0.000,0.000,0.000,0.000,0.000
FBgn0050199,CR30199,transfer RNA:CR30199,0.000,0.182,0.000,0.000,0.000
FBgn0050200,CR30200,transfer RNA:CR30200,0.000,0.000,0.000,0.000,0.000
FBgn0050201,CR30201,transfer RNA:CR30201,0.000,0.425,0.000,0.000,0.000
FBgn0050202,CR30202,transfer RNA:CR30202,0.000,0.000,0.000,0.000,0.000
FBgn0050203,CG30203,-,0.234,0.652,0.775,0.399,0.470
FBgn0050206,CR30206,transfer RNA:CR30206,0.000,0.000,0.000,0.000,0.000
FBgn0050208,CR30208,transfer RNA:CR30208,0.000,0.000,0.000,0.000,1.052
FBgn0050209,CR30209,transfer RNA:CR30209,0.000,2.123,1.269,0.615,0.526
FBgn0050211,CR30211,transfer RNA:CR30211,0.000,0.000,0.000,0.000,0.000
FBgn0050212,CR30212,transfer RNA:CR30212,0.000,0.180,0.000,0.000,0.000
FBgn0050215,CR30215,transfer RNA:CR30215,0.000,0.000,0.000,0.000,0.000
FBgn0050218,CR30218,transfer RNA:CR30218,0.000,0.000,0.000,0.000,0.187
FBgn0050220,CR30220,transfer RNA:CR30220,0.000,0.000,0.000,0.000,0.000
FBgn0050222,CG30222,-,0.000,0.007,0.000,0.000,0.097
FBgn0050223,CR30223,transfer RNA:CR30223,0.000,0.000,0.000,0.000,0.000
FBgn0050225,CR30225,transfer RNA:CR30225,0.000,0.000,0.000,0.000,0.000
FBgn0050227,CR30227,transfer RNA:CR30227,1.396,0.605,0.000,0.000,0.000
FBgn0050229,CR30229,transfer RNA:CR30229,0.308,0.000,0.000,2.859,0.626
FBgn0050231,CR30231,transfer RNA:CR30231,0.000,0.000,0.000,0.000,0.000
FBgn0050232,CR30232,transfer RNA:CR30232,0.000,0.000,0.000,0.000,0.373
FBgn0050234,CR30234,transfer RNA:CR30234,0.000,0.000,0.000,0.000,0.000
FBgn0050235,CR30235,transfer RNA:CR30235,0.000,0.266,0.000,0.000,0.000
FBgn0050237,CR30237,transfer RNA:CR30237,0.233,0.182,0.000,0.579,1.426
FBgn0050238,CR30238,transfer RNA:CR30238,0.000,0.000,0.000,0.398,0.000
FBgn0050239,CR30239,transfer RNA:CR30239,0.000,0.000,0.000,0.000,0.000
FBgn0050240,CR30240,transfer RNA:CR30240,0.233,0.000,0.000,0.362,0.340
FBgn0050241,CR30241,transfer RNA:CR30241,0.409,0.320,0.159,0.191,0.164
FBgn0050249,CR30249,transfer RNA:CR30249,0.698,1.031,2.321,1.304,0.187
FBgn0050250,CR30250,transfer RNA:CR30250,0.000,0.000,0.000,0.000,0.000
FBgn0050251,CR30251,transfer RNA:CR30251,0.233,0.000,0.000,0.000,0.000
FBgn0050254,CR30254,transfer RNA:CR30254,0.000,0.000,0.000,0.000,0.000
FBgn0050257,CR30257,transfer RNA:CR30257,0.000,0.000,0.000,0.000,0.000
FBgn0050259,CG30259,-,0.037,0.000,0.000,0.000,0.000
FBgn0050260,CR30260,transfer RNA:CR30260,0.000,0.000,0.000,0.000,0.000
FBgn0050263,CG30263,-,0.150,0.257,0.016,0.099,0.385
FBgn0050265,CG30265,-,0.119,0.529,0.028,0.053,0.000
FBgn0050267,CR30267,-,0.034,0.009,0.000,0.000,0.009
FBgn0050268,CG30268,-,0.000,0.000,0.000,0.003,0.004
FBgn0050269,CG30269,-,199.624,328.575,219.545,329.021,254.826
FBgn0050271,CG30271,-,0.592,1.065,1.032,0.651,0.787
FBgn0050272,CG30272,-,6.125,10.286,0.033,0.291,0.069
FBgn0050273,CG30273,-,7.490,14.101,1.584,14.826,13.335
FBgn0050274,CG30274,-,0.084,0.037,0.000,0.044,0.035
FBgn0050275,CG30275,-,0.002,0.002,0.000,0.007,0.003
FBgn0050277,CG30277,Organic anion transporting polypeptide 58Da,0.078,0.446,0.334,0.121,0.029
FBgn0050278,CG30278,-,0.054,0.070,0.149,0.064,0.000
FBgn0050279,-,-,0.000,0.000,0.000,0.082,0.070
FBgn0050280,CG30280,-,0.046,0.093,0.061,0.054,0.000
FBgn0050281,CG30281,-,0.234,0.229,0.189,0.199,0.226
FBgn0050284,CG30284,-,0.178,0.289,0.285,0.348,0.697
FBgn0050285,CG30285,-,8.329,4.670,3.840,5.036,8.226
FBgn0050286,CG30286,-,0.022,0.045,0.000,0.111,0.000
FBgn0050287,CG30287,-,0.318,0.155,0.170,1.609,1.314
FBgn0050288,CG30288,-,0.000,0.014,0.000,0.013,0.196
FBgn0050289,CG30289,-,0.158,0.427,0.064,0.374,0.485
FBgn0050290,CG30290,Phosphopantothenoylcysteine decarboxylase,0.000,0.000,0.000,0.000,0.000
FBgn0050291,CG30291,-,5.473,5.091,5.786,7.373,7.144
FBgn0050293,CG30293,Cht12,0.143,0.095,0.008,0.046,0.156
FBgn0050295,CG30295,Ipk1,0.236,1.676,0.639,0.636,0.593
FBgn0050296,CG30296,-,0.217,0.460,0.217,0.470,0.473
FBgn0050297,CR30297,transfer RNA:CR30297,2.038,0.354,0.000,0.211,0.512
FBgn0050298,CR30298,transfer RNA:CR30298,0.453,3.006,1.854,0.739,0.363
FBgn0050299,CR30299,transfer RNA:CR30299,1.025,0.000,0.000,0.000,0.000
FBgn0050316,CR30316,transfer RNA:CR30316,0.000,0.000,0.000,0.000,0.000
FBgn0050323,CG30323,-,0.291,0.132,0.128,0.057,0.141
FBgn0050324,CG30324,-,0.572,0.694,0.153,2.067,2.754
FBgn0050325,CG30325,-,0.007,0.048,0.066,0.025,0.049
FBgn0050326,CR30326,transfer RNA:CR30326,0.000,0.000,0.000,0.357,0.000
FBgn0050333,CR30333,transfer RNA:CR30333,0.000,0.000,0.000,0.000,0.000
FBgn0050334,CG30334,-,3.792,0.655,0.102,0.542,0.696
FBgn0050338,CG30338,-,3.224,2.852,1.974,2.789,1.787
FBgn0050339,CG30339,-,73.117,95.382,9.999,53.124,132.186
FBgn0050340,CG30340,-,30.603,145.041,68.573,26.453,7.213
FBgn0050342,CG30342,pre-mRNA processing factor 38,9.564,11.137,11.267,18.464,12.779
FBgn0050343,CG30343,-,0.047,0.086,0.018,0.021,0.024
FBgn0050344,CG30344,-,10.124,13.046,11.934,22.136,32.758
FBgn0050345,CG30345,-,9.036,23.860,34.679,28.326,63.366
FBgn0050349,CG30349,-,5.353,4.411,8.065,5.170,3.815
FBgn0050350,CG30350,-,0.000,0.000,0.000,0.000,0.083
FBgn0050354,CG30354,-,0.202,0.316,1.767,0.725,1.667
FBgn0050355,CG30355,-,0.067,0.029,0.066,0.000,0.036
FBgn0050356,CG30356,-,0.557,0.771,0.774,2.384,5.818
FBgn0050357,CG30357,-,0.138,0.034,0.077,0.067,0.016
FBgn0050359,CG30359,Maltase A5,0.208,0.082,0.025,0.121,0.249
FBgn0050360,CG30360,Maltase A6,174.975,2.848,0.097,0.629,0.569
FBgn0050361,CG30361,mangetout,0.172,0.040,0.035,0.009,0.017
FBgn0050362,CG30362,borrelly,0.000,0.000,0.000,0.000,0.000
FBgn0050363,CG30363,comas sola,0.000,0.000,0.000,0.000,0.000
FBgn0050364,CG30364,hug-bell,0.000,0.000,0.000,0.000,0.000
FBgn0050365,CG30365,spacewatch,0.000,0.000,0.000,0.000,0.000
FBgn0050366,CG30366,swift-tuttle,0.000,0.000,0.000,0.000,0.000
FBgn0050369,CG30369,-,0.000,0.000,0.000,0.000,0.000
FBgn0050371,CG30371,-,719.583,0.177,0.189,0.458,0.133
FBgn0050372,CG30372,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1",2.234,1.922,2.222,2.414,4.610
FBgn0050373,CG30373,-,20.416,20.348,35.029,26.712,24.689
FBgn0050374,CR30374,-,0.294,0.189,0.531,0.369,0.688
FBgn0050375,CG30375,-,0.114,0.000,0.000,0.000,0.000
FBgn0050376,CG30376,-,0.027,0.000,0.000,0.000,0.000
FBgn0050377,CG30377,-,0.012,0.038,0.056,0.089,0.246
FBgn0050378,CG30378,-,0.066,0.068,0.023,0.027,0.321
FBgn0050379,CG30379,-,0.114,0.437,0.113,0.314,0.198
FBgn0050380,CG30380,-,0.096,0.814,0.565,0.647,0.487
FBgn0050381,CG30381,-,1.763,3.495,2.874,4.985,3.845
FBgn0050382,CG30382,-,0.000,0.000,0.000,0.000,0.000
FBgn0050383,CG30383,-,0.348,1.517,0.091,0.299,2.175
FBgn0050384,CG30384,-,0.000,0.072,0.022,0.024,0.000
FBgn0050385,CG30385,-,1.466,3.897,5.025,2.996,3.583
FBgn0050389,CG30389,-,0.539,1.165,1.421,0.961,1.270
FBgn0050390,CG30390,SAGA-associated factor 29 ortholog,5.201,9.206,8.094,9.546,6.904
FBgn0050391,CG30391,-,0.000,0.014,0.000,0.088,0.063
FBgn0050392,CG30392,-,23.433,21.583,40.821,19.624,17.238
FBgn0050393,CG30393,-,0.000,0.000,0.000,0.032,0.000
FBgn0050394,CG30394,-,2.109,2.865,3.752,3.415,5.697
FBgn0050395,CG30395,-,0.004,0.006,0.008,0.000,0.041
FBgn0050398,CG30398,-,0.025,0.593,0.050,0.253,0.154
FBgn0050401,CG30401,-,0.059,0.088,0.066,0.172,0.293
FBgn0050403,CG30403,-,0.226,0.819,0.682,0.872,1.189
FBgn0050404,CG30404,Transport and Golgi organization 11,4.922,9.782,10.391,9.606,6.799
FBgn0050406,CR30406,transfer RNA:CR30406,0.000,0.000,0.000,0.000,0.000
FBgn0050407,CR30407,transfer RNA:CR30407,0.000,0.000,0.000,0.000,0.000
FBgn0050409,CG30409,-,0.000,0.094,0.048,0.186,0.093
FBgn0050410,CG30410,Ribose-5-phosphate isomerase,22.899,15.624,15.276,22.016,12.863
FBgn0050411,CG30411,-,81.772,107.413,42.562,84.439,58.995
FBgn0050412,CG30412,-,0.000,0.000,0.000,0.000,0.000
FBgn0050413,CG30413,-,0.000,0.000,0.000,0.079,0.118
FBgn0050414,CG30414,-,1.290,2.349,1.398,2.830,3.359
FBgn0050416,CG30416,-,0.014,0.000,0.021,0.025,0.000
FBgn0050417,CG30417,-,0.000,0.000,0.000,0.000,0.000
FBgn0050418,CG30418,nord,0.000,0.000,0.000,0.039,0.000
FBgn0050419,CG30419,-,0.199,0.041,0.010,0.075,0.004
FBgn0050420,,,42.322,89.501,71.319,95.440,140.177
FBgn0050421,CG30421,-,1.784,2.355,2.540,2.060,3.601
FBgn0050423,CG30423,-,239.486,353.128,278.069,367.996,375.084
FBgn0050424,CG30424,-,1.764,3.108,7.928,3.187,3.621
FBgn0050428,CG30428,-,3.231,4.920,5.854,5.164,5.413
FBgn0050429,CG30429,-,0.000,0.000,0.012,0.000,0.000
FBgn0050430,CG30430,-,0.000,0.000,0.000,0.000,0.000
FBgn0050431,CG30431,-,0.000,0.000,0.027,0.047,0.022
FBgn0050432,CG30432,-,0.000,0.000,0.000,0.000,0.228
FBgn0050438,CG30438,-,0.003,0.016,0.005,0.014,0.053
FBgn0050440,CG30440,-,0.039,0.246,0.111,0.397,0.402
FBgn0050441,CG30441,-,0.062,0.085,0.092,0.350,0.152
FBgn0050443,CG30443,Optix-binding protein,5.585,6.930,7.540,8.735,6.609
FBgn0050446,CG30446,Tyrosine decarboxylase 2,0.000,0.010,0.022,0.006,0.000
FBgn0050447,CG30447,-,0.000,0.000,0.000,0.000,0.000
FBgn0050449,CR30449,transfer RNA:CR30449,0.000,0.302,0.000,0.181,0.000
FBgn0050452,CR30452,transfer RNA:CR30452,0.000,0.182,0.000,0.000,0.000
FBgn0050454,CR30454,transfer RNA:CR30454,0.000,0.000,0.181,0.000,0.000
FBgn0050456,CG30456,-,6.021,19.065,19.006,19.553,19.544
FBgn0050457,CG30457,-,0.000,0.000,0.000,0.000,0.000
FBgn0050458,CG30458,-,0.000,0.000,0.000,0.000,0.000
FBgn0050460,CG30460,-,0.304,0.270,0.079,0.241,0.392
FBgn0050461,CR30461,-,0.000,0.000,0.000,0.000,0.000
FBgn0050462,CG9002,ste24c prenyl protease type I,0.000,0.000,0.000,0.000,0.000
FBgn0050463,CG30463,-,1.816,1.976,0.903,5.741,10.065
FBgn0050464,CG30464,Ionotropic receptor 52d,0.000,0.000,0.000,0.018,0.077
FBgn0050466,CG30466,-,0.739,1.101,0.711,1.405,1.275
FBgn0050467,CG30467,-,0.130,0.248,0.213,0.467,0.493
FBgn0050468,CG30468,Ionotropic receptor 52c,0.130,0.138,0.000,0.064,0.141
FBgn0050469,CG30469,Ionotropic receptor 52b,0.000,0.100,0.007,0.009,0.057
FBgn0050471,CG30471,-,0.040,0.071,0.000,0.099,0.526
FBgn0050472,CG30472,-,0.000,0.054,0.000,0.065,0.130
FBgn0050476,CG30476,aveugle,18.092,22.519,19.551,24.030,14.803
FBgn0050479,CG30479,-,0.025,6.839,41.854,0.180,0.410
FBgn0050480,CG30480,-,0.003,0.024,0.024,0.016,0.018
FBgn0050481,CG30481,mitochondrial ribosomal protein L53,0.000,0.000,0.000,0.000,0.000
FBgn0050484,CG30484,-,0.005,0.016,0.000,0.019,0.092
FBgn0050485,CG30485,-,0.000,0.063,0.077,0.040,0.122
FBgn0050486,CG30486,-,0.116,0.008,0.000,0.025,0.068
FBgn0050487,CG30487,-,0.150,0.132,0.000,0.215,0.337
