#SUBMITTED ID	FBID_KEY	ANNOTATION_SYMBOL	SYMBOL
FBgn0101811	FBgn0101811	GF24818	Dana\Obp69a
FBgn0102077	FBgn0102077	GF25085	Dana\Rpd3
FBgn0106020	FBgn0106020	-	Dere\bru-3
FBgn0122160	FBgn0122160	-	Dgri\bru-3
FBgn0135852	FBgn0135852	-	Dmoj\bru-3
FBgn0159240	FBgn0159240	-	Dper\bru-3
FBgn0179445	FBgn0179445	-	Dsec\bru-3
FBgn0181960	FBgn0181960	GD10185	Dsim\Obp44a
FBgn0183226	FBgn0183226	GD11477	Dsim\Obp56a
FBgn0183687	FBgn0183687	GD11948	Dsim\nvd
FBgn0184378	FBgn0184378	GD12651	Dsim\bru-3
FBgn0185553	FBgn0185553	GD13856	Dsim\Rpd3
FBgn0186058	FBgn0186058	GD14375	Dsim\Obp69a
FBgn0186474	FBgn0186474	GD14801	Dsim\Chd3
FBgn0186809	FBgn0186809	GD15139	Dsim\MtnC
FBgn0187131	FBgn0187131	GD15464	Dsim\Dat
FBgn0187268	FBgn0187268	GD15603	Dsim\Obp18a
FBgn0188167	FBgn0188167	GD16563	Dsim\br
FBgn0188480	FBgn0188480	GD16899	Dsim\Es2
FBgn0188508	FBgn0188508	GD16928	Dsim\GD16928
FBgn0189095	FBgn0189095	GD17545	Dsim\Cp110
FBgn0189768	FBgn0189768	GD18234	Dsim\GD18234
FBgn0190857	FBgn0190857	GD19355	Dsim\MtnD
FBgn0191129	FBgn0191129	GD19638	Dsim\GD19638
FBgn0191192	FBgn0191192	GD19701	Dsim\Dsk
FBgn0191486	FBgn0191486	GD20003	Dsim\GD20003
FBgn0191544	FBgn0191544	GD20063	Dsim\MtnB
FBgn0192420	FBgn0192420	GD20964	Dsim\CSN6
FBgn0193021	FBgn0193021	GD21596	Dsim\ttk
FBgn0193881	FBgn0193881	GD22479	Dsim\Tep2
FBgn0194348	FBgn0194348	GD22954	Dsim\cbt
FBgn0194496	FBgn0194496	GD23106	Dsim\chinmo
FBgn0195136	FBgn0195136	GD23764	Dsim\Nup160
FBgn0195143	FBgn0195143	GD23771	Dsim\ab
FBgn0195186	FBgn0195186	GD23816	Dsim\Mt2
FBgn0196081	FBgn0196081	GD24760	Dsim\GD24760
FBgn0196645	FBgn0196645	GD25348	Dsim\Jheh3
FBgn0196647	FBgn0196647	GD25350	Dsim\Jheh1
FBgn0197098	FBgn0197098	GD25818	Dsim\Obp49a
FBgn0197242	FBgn0197242	GD25965	Dsim\lola
FBgn0197637	FBgn0197637	GJ10351	Dvir\CtBP
FBgn0197735	FBgn0197735	GJ10455	Dvir\dUTPase
FBgn0200377	FBgn0200377	GJ13150	Dvir\Obp69a
FBgn0201061	FBgn0201061	GJ13842	Dvir\bru-3
FBgn0202281	FBgn0202281	GJ15082	Dvir\Obp49a
FBgn0202705	FBgn0202705	GJ15512	Dvir\Rpd3
FBgn0202856	FBgn0202856	GJ15667	Dvir\ssx
FBgn0203173	FBgn0203173	GJ15988	Dvir\sog
FBgn0203410	FBgn0203410	GJ16225	Dvir\Tep2
FBgn0205391	FBgn0205391	GJ18229	Dvir\Tep4
FBgn0205807	FBgn0205807	GJ18653	Dvir\ewg
FBgn0206865	FBgn0206865	GJ19723	Dvir\cbt
FBgn0207363	FBgn0207363	GJ20223	Dvir\Obp44a
FBgn0208067	FBgn0208067	GJ20931	Dvir\Obp56a
FBgn0208400	FBgn0208400	GJ21267	Dvir\GJ21267
FBgn0210136	FBgn0210136	GJ23034	Dvir\MtnC
FBgn0210142	FBgn0210142	GJ23040	Dvir\MtnD
FBgn0210267	FBgn0210267	GJ23165	Dvir\Desat2
FBgn0210268	FBgn0210268	GJ23166	Dvir\Desat1
FBgn0211278	FBgn0211278	GJ24195	Dvir\MtnB
FBgn0211602	FBgn0211602	GJ24522	Dvir\MtnA
FBgn0211657	FBgn0211657	GJ24578	Dvir\CAHbeta
FBgn0219100	FBgn0219100	-	Dwil\bru-3
FBgn0237378	FBgn0237378	-	Dyak\bru-3
FBgn0243511	FBgn0243511	CG4845	psidin
FBgn0243512	FBgn0243512	CG7850	puc
FBgn0243513	FBgn0243513	CG17262	cnir
FBgn0243516	FBgn0243516	CG13503	Vrp1
FBgn0243531	FBgn0243531	GA26595	Dpse\l(3)87Df
FBgn0243537	FBgn0243537	GA10318	Dpse\dos
FBgn0243539	FBgn0243539	GA10503	Dpse\Ddc
FBgn0243540	FBgn0243540	GA10801	Dpse\ATPsyn-beta
FBgn0243541	FBgn0243541	GA11066	Dpse\smo
FBgn0243544	FBgn0243544	GA12569	Dpse\Nop56
FBgn0243546	FBgn0243546	GA14068	Dpse\sisA
FBgn0243547	FBgn0243547	GA14069	Dpse\Atg5
FBgn0243548	FBgn0243548	GA14229	Dpse\sesB
FBgn0243551	FBgn0243551	GA14596	Dpse\EcR
FBgn0243555	FBgn0243555	GA15369	Dpse\FucT6
FBgn0243562	FBgn0243562	GA17560	Dpse\Atg9
FBgn0243565	FBgn0243565	GA18228	Dpse\Surf6
FBgn0243570	FBgn0243570	GA19502	Dpse\Bruce
FBgn0243572	FBgn0243572	GA19971	Dpse\Lam
FBgn0243581	FBgn0243581	GA18004	Dpse\GA18004
FBgn0243582	FBgn0243582	GA17880	Dpse\GA17880
FBgn0243584	FBgn0243584	GA17837	Dpse\GA17837
FBgn0243585	FBgn0243585	GA15256	Dpse\GA15256
FBgn0243980	FBgn0243980	GA22577	Dpse\sog
FBgn0246094	FBgn0246094	GA24708	Dpse\GA24708
FBgn0246279	FBgn0246279	GA24894	Dpse\Obp49a
FBgn0246785	FBgn0246785	GA25406	Dpse\GA25406
FBgn0248633	FBgn0248633	GA27265	Dpse\MtnC
FBgn0250732	FBgn0250732	CG33546	gfzf
FBgn0250746	FBgn0250746	CG12000	Prosbeta7
FBgn0250753	FBgn0250753	CG2922	kra
FBgn0250754	FBgn0250754	CG42232	CG42232
FBgn0250755	FBgn0250755	CG42233	CG42233
FBgn0250785	FBgn0250785	CG9326	vari
FBgn0250786	FBgn0250786	CG3733	Chd1
FBgn0250788	FBgn0250788	CG5870	beta-Spec
FBgn0250789	FBgn0250789	CG1977	alpha-Spec
FBgn0250791	FBgn0250791	CG6625	alphaSnap
FBgn0250814	FBgn0250814	CG4169	UQCR-C2
FBgn0250815	FBgn0250815	CG6467	Jon65Aiv
FBgn0250816	FBgn0250816	CG40300	AGO3
FBgn0250819	FBgn0250819	CG33521	CG33521
FBgn0250820	FBgn0250820	CG5802	meigo
FBgn0250823	FBgn0250823	CG6963	gish
FBgn0250824	FBgn0250824	CG33655	CG33655
FBgn0250826	FBgn0250826	CG34160	CG34160
FBgn0250830	FBgn0250830	CG12547	CG12547
FBgn0250836	FBgn0250836	CG8628	Acbp3
FBgn0250837	FBgn0250837	CG4584	dUTPase
FBgn0250838	FBgn0250838	CG30415	roh
FBgn0250843	FBgn0250843	CG4904	Prosalpha6
FBgn0250848	FBgn0250848	CG8947	26-29-p
FBgn0250850	FBgn0250850	CG30149	rig
FBgn0250857	FBgn0250857	GD21077	Dsim\cav
FBgn0250862	FBgn0250862	CG42237	CG42237
FBgn0250867	FBgn0250867	CG42238	CG42238
FBgn0250868	FBgn0250868	CG42239	CG42239
FBgn0250869	FBgn0250869	CG42240	CG42240
FBgn0250874	FBgn0250874	CG2713	ttm50
FBgn0250904	FBgn0250904	CG34434	CG34434
FBgn0250906	FBgn0250906	CG3127	Pgk
FBgn0250908	FBgn0250908	CG42242	beat-VII
FBgn0259101	FBgn0259101	CG42249	CG42249
FBgn0259108	FBgn0259108	CG34387	futsch
FBgn0259111	FBgn0259111	CG42253	Ndae1
FBgn0259112	FBgn0259112	CR42254	asRNA:CR42254
FBgn0259113	FBgn0259113	CG6349	DNApol-alpha180
FBgn0259139	FBgn0259139	CG6946	glo
FBgn0259143	FBgn0259143	CG42258	CG42258
FBgn0259145	FBgn0259145	CG42260	CG42260
FBgn0259152	FBgn0259152	CG11847	Clbn
FBgn0259163	FBgn0259163	CG42268	CG42268
FBgn0259166	FBgn0259166	CG42271	CG42271
FBgn0259167	FBgn0259167	CG42272	CG42272
FBgn0259168	FBgn0259168	CG42273	mnb
FBgn0259171	FBgn0259171	CG42276	Pde9
FBgn0259173	FBgn0259173	CG42278	corn
FBgn0259174	FBgn0259174	CG42279	Nedd4
FBgn0259175	FBgn0259175	CG42280	ome
FBgn0259176	FBgn0259176	CG42281	bun
FBgn0259178	FBgn0259178	CG42283	5PtaseI
FBgn0259195	FBgn0259195	CG42299	CG42299
FBgn0259203	FBgn0259203	CG42307	CG42307
FBgn0259212	FBgn0259212	CG42312	cno
FBgn0259214	FBgn0259214	CG42314	PMCA
FBgn0259216	FBgn0259216	CG42316	RhoGAP102A
FBgn0259221	FBgn0259221	CG42321	ATP8A
FBgn0259222	FBgn0259222	CG42322	CG42322
FBgn0259223	FBgn0259223	CG42323	CG42323
FBgn0259224	FBgn0259224	CG42324	CG42324
FBgn0259227	FBgn0259227	CG42327	CG42327
FBgn0259228	FBgn0259228	CG42328	C3G
FBgn0259233	FBgn0259233	CG42331	CG42331
FBgn0259234	FBgn0259234	CG42332	Camta
FBgn0259236	FBgn0259236	CG42334	comm3
FBgn0259237	FBgn0259237	CG42335	CG42335
FBgn0259238	FBgn0259238	CG42336	CG42336
FBgn0259239	FBgn0259239	CG42337	CG42337
FBgn0259242	FBgn0259242	CG42340	CG42340
FBgn0259243	FBgn0259243	CG42341	Pka-R1
FBgn0259244	FBgn0259244	CG42342	CG42342
FBgn0259245	FBgn0259245	CG42343	DIP-beta
FBgn0259246	FBgn0259246	CG42344	brp
FBgn0259481	FBgn0259481	CG11711	Mob2
FBgn0259482	FBgn0259482	CG4946	Mob3
FBgn0259483	FBgn0259483	CG3403	Mob4
FBgn0259676	FBgn0259676	CG5553	DNApol-alpha60
FBgn0259678	FBgn0259678	CG42347	sqa
FBgn0259680	FBgn0259680	CG42349	Pkcdelta
FBgn0259682	FBgn0259682	CG42351	Jabba
FBgn0259685	FBgn0259685	CG6383	crb
FBgn0259697	FBgn0259697	CG40050	nvd
FBgn0259704	FBgn0259704	CG42358	Nsun5
FBgn0259705	FBgn0259705	CG42359	CG42359
FBgn0259707	FBgn0259707	CG42361	CG42361
FBgn0259710	FBgn0259710	CG42364	CG42364
FBgn0259711	FBgn0259711	CG42365	CG42365
FBgn0259722	FBgn0259722	CG42376	CG42376
FBgn0259728	FBgn0259728	CG42382	CG42382
FBgn0259734	FBgn0259734	CG42388	Nost
FBgn0259735	FBgn0259735	CG42389	mtgo
FBgn0259737	FBgn0259737	CG42391	CG42391
FBgn0259738	FBgn0259738	CG42392	CG42392
FBgn0259740	FBgn0259740	CG42394	CG42394
FBgn0259741	FBgn0259741	CG42395	CG42395
FBgn0259742	FBgn0259742	CG42360	CG42360
FBgn0259745	FBgn0259745	CG42396	wech
FBgn0259748	FBgn0259748	CG42397	CG42397
FBgn0259749	FBgn0259749	CG9535	mmy
FBgn0259785	FBgn0259785	CG7752	pzg
FBgn0259818	FBgn0259818	CG42399	CG42399
FBgn0259822	FBgn0259822	CG42403	Ca-beta
FBgn0259823	FBgn0259823	CG42404	CG42404
FBgn0259824	FBgn0259824	CG6017	Hip14
FBgn0259832	FBgn0259832	CG34229	CG34229
FBgn0259834	FBgn0259834	CG8062	out
FBgn0259876	FBgn0259876	CG34438	Cap-G
FBgn0259916	FBgn0259916	CG42445	CG42445
FBgn0259923	FBgn0259923	CG9699	Sep4
FBgn0259926	FBgn0259926	CG42449	CG42449
FBgn0259927	FBgn0259927	CG42450	CG42450
FBgn0259935	FBgn0259935	CG42458	CG42458
FBgn0259936	FBgn0259936	CR32957	Uhg3
FBgn0259937	FBgn0259937	CG3333	Nop60B
FBgn0259938	FBgn0259938	CG17100	cwo
FBgn0259963	FBgn0259963	CG42473	Sfp33A2
FBgn0259964	FBgn0259964	CG42474	Sfp33A3
FBgn0259978	FBgn0259978	CG8390	vlc
FBgn0259979	FBgn0259979	CG17337	CG17337
FBgn0259984	FBgn0259984	CG7147	kuz
FBgn0259985	FBgn0259985	CG8889	Mppe
FBgn0259992	FBgn0259992	CG42489	CG42489
FBgn0259993	FBgn0259993	CR42491	lncRNA:CR42491
FBgn0259994	FBgn0259994	CG42492	OtopLa
FBgn0259996	FBgn0259996	CR40341	lncRNA:CR40341
FBgn0259998	FBgn0259998	CG17571	CG17571
FBgn0260000	FBgn0260000	CG17570	CG17570
FBgn0260003	FBgn0260003	CG34157	Dys
FBgn0260004	FBgn0260004	CG7000	Snmp1
FBgn0260005	FBgn0260005	CG31284	wtrw
FBgn0260011	FBgn0260011	CG16876	NimC4
FBgn0260012	FBgn0260012	CG17509	pds5
FBgn0260026	FBgn0260026	CG42494	CG42494
FBgn0260027	FBgn0260027	CG42495	CG42495
FBgn0260049	FBgn0260049	CG10724	flr
FBgn0260243	FBgn0260243	CG11971	E(var)3-9
FBgn0260386	FBgn0260386	CG7549	mtg
FBgn0260388	FBgn0260388	CG42514	CG42514
FBgn0260397	FBgn0260397	CG17149	Su(var)3-3
FBgn0260399	FBgn0260399	CG7719	gwl
FBgn0260400	FBgn0260400	CG4262	elav
FBgn0260407	FBgn0260407	CG31842	mRpS23
FBgn0260429	FBgn0260429	CG42524	CG42524
FBgn0260431	FBgn0260431	CG42526	CG42526
FBgn0260439	FBgn0260439	CG17291	Pp2A-29B
FBgn0260440	FBgn0260440	CG31020	spdo
FBgn0260442	FBgn0260442	CG6831	rhea
FBgn0260444	FBgn0260444	CG18616	Not10
FBgn0260446	FBgn0260446	CG15274	GABA-B-R1
FBgn0260450	FBgn0260450	CG3692	CalpC
FBgn0260456	FBgn0260456	CG4806	CG4806
FBgn0260461	FBgn0260461	CG14098	Rcd7
FBgn0260462	FBgn0260462	CG12163	CG12163
FBgn0260463	FBgn0260463	CG31332	Unc-115b
FBgn0260477	FBgn0260477	CG30283	CG30283
FBgn0260479	FBgn0260479	CG31904	CG31904
FBgn0260481	FBgn0260481	CG32454	CG32454
FBgn0260484	FBgn0260484	CG32789	HIP
FBgn0260486	FBgn0260486	CG42533	Ziz
FBgn0260499	FBgn0260499	CG33472	qvr
FBgn0260632	FBgn0260632	CG6667	dl
FBgn0260634	FBgn0260634	CG10192	eIF4G2
FBgn0260635	FBgn0260635	CG12284	Diap1
FBgn0260639	FBgn0260639	CG3157	gammaTub23C
FBgn0260648	FBgn0260648	CG31938	Rrp40
FBgn0260653	FBgn0260653	CG32209	serp
FBgn0260655	FBgn0260655	CG8793	l(3)76BDm
FBgn0260657	FBgn0260657	CG42540	CG42540
FBgn0260658	FBgn0260658	CG42541	CG42541
FBgn0260659	FBgn0260659	CG42542	CG42542
FBgn0260660	FBgn0260660	CG42543	Mp
FBgn0260720	FBgn0260720	CR42547	asRNA:CR42547
FBgn0260722	FBgn0260722	CR42549	lncRNA:CR42549
FBgn0260741	FBgn0260741	CG3281	CG3281
FBgn0260742	FBgn0260742	CG12213	CG12213
FBgn0260743	FBgn0260743	CG18347	GC1
FBgn0260744	FBgn0260744	CG10007	Tango9
FBgn0260745	FBgn0260745	CG3359	mfas
FBgn0260746	FBgn0260746	CG3132	Ect3
FBgn0260747	FBgn0260747	CG5010	Chchd2
FBgn0260748	FBgn0260748	CG5004	CG5004
FBgn0260749	FBgn0260749	CG5640	Utx
FBgn0260750	FBgn0260750	CG31873	Mulk
FBgn0260753	FBgn0260753	CG13758	Pdfr
FBgn0260755	FBgn0260755	CG42553	CG42553
FBgn0260756	FBgn0260756	CG42554	CG42554
FBgn0260758	FBgn0260758	CG42556	CG42556
FBgn0260763	FBgn0260763	CG42561	CG42561
FBgn0260764	FBgn0260764	CG42562	CG42562
FBgn0260766	FBgn0260766	CG42564	CG42564
FBgn0260768	FBgn0260768	CG42566	CG42566
FBgn0260771	FBgn0260771	CG42569	Larp7
FBgn0260780	FBgn0260780	CG15737	wisp
FBgn0260789	FBgn0260789	CG12124	mxc
FBgn0260794	FBgn0260794	CG42574	ctrip
FBgn0260795	FBgn0260795	CG42575	NaPi-III
FBgn0260798	FBgn0260798	CG40129	Gprk1
FBgn0260799	FBgn0260799	CG17484	p120ctn
FBgn0260817	FBgn0260817	CG8825	gkt
FBgn0260855	FBgn0260855	CG7359	Sec22
FBgn0260856	FBgn0260856	CG4780	Membrin
FBgn0260857	FBgn0260857	CG14084	Bet1
FBgn0260858	FBgn0260858	CG1515	Ykt6
FBgn0260859	FBgn0260859	CG3911	Bet3
FBgn0260860	FBgn0260860	CG1359	Bet5
FBgn0260861	FBgn0260861	CG9298	Trs23
FBgn0260866	FBgn0260866	CG12489	dnr1
FBgn0260868	FBgn0260868	CG42578	CG42578
FBgn0260874	FBgn0260874	CG42584	Ir76a
FBgn0260932	FBgn0260932	CG13190	cuff
FBgn0260933	FBgn0260933	CG11838	rempA
FBgn0260934	FBgn0260934	CG8201	par-1
FBgn0260936	FBgn0260936	CG5505	scny
FBgn0260938	FBgn0260938	CG9056	tay
FBgn0260940	FBgn0260940	CG6637	lsn
FBgn0260941	FBgn0260941	CG42318	app
FBgn0260943	FBgn0260943	CG32169	Rbp6
FBgn0260944	FBgn0260944	CG17136	Rbp1
FBgn0260945	FBgn0260945	CG10967	Atg1
FBgn0260959	FBgn0260959	CG42572	MCPH1
FBgn0260960	FBgn0260960	CG3971	Baldspot
FBgn0260962	FBgn0260962	CG7769	pic
FBgn0260964	FBgn0260964	CG33528	Vmat
FBgn0260965	FBgn0260965	CG42588	CG42588
FBgn0260970	FBgn0260970	CG42593	Ubr3
FBgn0260971	FBgn0260971	CG42594	CG42594
FBgn0260972	FBgn0260972	CG8057	alc
FBgn0260985	FBgn0260985	CG14999	RfC4
FBgn0260987	FBgn0260987	CG17436	vtd
FBgn0260990	FBgn0260990	CG1973	yata
FBgn0260991	FBgn0260991	CG12165	Incenp
FBgn0260995	FBgn0260995	CG42596	dpr21
FBgn0261004	FBgn0261004	CG2919	asl
FBgn0261015	FBgn0261015	CG42599	Pif1A
FBgn0261016	FBgn0261016	CG42600	clos
FBgn0261020	FBgn0261020	CG7870	wol
FBgn0261041	FBgn0261041	CG12295	stj
FBgn0261046	FBgn0261046	CG31190	Dscam3
FBgn0261049	FBgn0261049	CG8228	Vps45
FBgn0261058	FBgn0261058	CG42606	Sfp38D
FBgn0261064	FBgn0261064	CG8506	Rbsn-5
FBgn0261065	FBgn0261065	CG7698	Cpsf73
FBgn0261067	FBgn0261067	CG4279	LSm1
FBgn0261068	FBgn0261068	CG13277	LSm7
FBgn0261085	FBgn0261085	CG10617	Syt12
FBgn0261086	FBgn0261086	CG9778	Syt14
FBgn0261089	FBgn0261089	CG5559	Sytalpha
FBgn0261090	FBgn0261090	CG42333	Sytbeta
FBgn0261108	FBgn0261108	CG7331	Atg13
FBgn0261109	FBgn0261109	CG7764	mrn
FBgn0261111	FBgn0261111	CG8616	BHD
FBgn0261112	FBgn0261112	CG7828	APP-BP1
FBgn0261113	FBgn0261113	CG17836	Xrp1
FBgn0261119	FBgn0261119	CG5519	Prp19
FBgn0261238	FBgn0261238	CG1070	Alh
FBgn0261239	FBgn0261239	CG8676	Hr39
FBgn0261243	FBgn0261243	CG1009	Psa
FBgn0261244	FBgn0261244	CG33174	inaE
FBgn0261258	FBgn0261258	CG6014	rgn
FBgn0261260	FBgn0261260	CG42611	mgl
FBgn0261261	FBgn0261261	CG42612	plx
FBgn0261262	FBgn0261262	CG42613	CG42613
FBgn0261266	FBgn0261266	CG12314	zuc
FBgn0261268	FBgn0261268	CG42616	Cul3
FBgn0261270	FBgn0261270	CG8553	SelD
FBgn0261274	FBgn0261274	CG1333	Ero1L
FBgn0261276	FBgn0261276	CG8479	Opa1
FBgn0261277	FBgn0261277	CG1397	rtv
FBgn0261278	FBgn0261278	CG17161	grp
FBgn0261279	FBgn0261279	CG42250	lqfR
FBgn0261284	FBgn0261284	CG14430	bou
FBgn0261285	FBgn0261285	CG5629	Ppcs
FBgn0261286	FBgn0261286	CG12785	Mat89Ba
FBgn0261289	FBgn0261289	CG14531	CheB98a
FBgn0261294	FBgn0261294	CG33924	CheB74a
FBgn0261363	FBgn0261363	CG42640	PPO3
FBgn0261373	FBgn0261373	CG33228	CG33228
FBgn0261380	FBgn0261380	CG42632	mRpL37
FBgn0261383	FBgn0261383	CG3125	IntS6
FBgn0261385	FBgn0261385	CG2092	scra
FBgn0261387	FBgn0261387	CG17528	CG17528
FBgn0261393	FBgn0261393	CG1089	alpha-Est5
FBgn0261394	FBgn0261394	CG9327	Prosalpha3
FBgn0261396	FBgn0261396	CG42641	Rpn3
FBgn0261397	FBgn0261397	CG2146	didum
FBgn0261403	FBgn0261403	CG10392	sxc
FBgn0261429	FBgn0261429	CR42646	lncRNA:CR42646
FBgn0261436	FBgn0261436	CG18143	DhpD
FBgn0261437	FBgn0261437	CG42522	CSN8
FBgn0261439	FBgn0261439	CG17246	SdhA
FBgn0261444	FBgn0261444	CG3638	CG3638
FBgn0261445	FBgn0261445	CG10072	sgl
FBgn0261456	FBgn0261456	CG11228	hpo
FBgn0261458	FBgn0261458	CG33979	capt
FBgn0261461	FBgn0261461	CG42274	RhoGAP18B
FBgn0261477	FBgn0261477	CG5186	slim
FBgn0261479	FBgn0261479	CG2245	nero
FBgn0261503	FBgn0261503	CR42651	lncRNA:CR42651
FBgn0261508	FBgn0261508	CG42656	CG42656
FBgn0261509	FBgn0261509	CG14351	haf
FBgn0261524	FBgn0261524	CG12244	lic
FBgn0261530	FBgn0261530	CG6754	nbs
FBgn0261532	FBgn0261532	CG7212	cdm
FBgn0261535	FBgn0261535	CG7516	l(2)34Fd
FBgn0261545	FBgn0261545	CG42663	CG42663
FBgn0261547	FBgn0261547	CG42665	Exn
FBgn0261549	FBgn0261549	CG42667	rdgA
FBgn0261550	FBgn0261550	CG42668	CG42668
FBgn0261552	FBgn0261552	CG42670	ps
FBgn0261553	FBgn0261553	CG42671	CG42671
FBgn0261554	FBgn0261554	CG42672	CG42672
FBgn0261555	FBgn0261555	CG42673	CG42673
FBgn0261556	FBgn0261556	CG42674	CG42674
FBgn0261560	FBgn0261560	CG8846	Thor
FBgn0261561	FBgn0261561	CG42675	CG42675
FBgn0261562	FBgn0261562	CG42676	CG42676
FBgn0261563	FBgn0261563	CG42677	wb
FBgn0261564	FBgn0261564	CG42678	ReepA
FBgn0261565	FBgn0261565	CG42679	Lmpt
FBgn0261570	FBgn0261570	CG42684	raskol
FBgn0261573	FBgn0261573	CG42687	CoRest
FBgn0261574	FBgn0261574	CG7749	kug
FBgn0261575	FBgn0261575	CG11909	tobi
FBgn0261587	FBgn0261587	CG42697	CG42697
FBgn0261592	FBgn0261592	CG10944	RpS6
FBgn0261596	FBgn0261596	CG3751	RpS24
FBgn0261597	FBgn0261597	CG10305	RpS26
FBgn0261599	FBgn0261599	CG8495	RpS29
FBgn0261602	FBgn0261602	CG1263	RpL8
FBgn0261608	FBgn0261608	CG5827	RpL37A
FBgn0261610	FBgn0261610	CG42699	CG42699
FBgn0261611	FBgn0261611	CG42700	CG42700
FBgn0261612	FBgn0261612	CG42701	CngA
FBgn0261617	FBgn0261617	CG15319	nej
FBgn0261618	FBgn0261618	CG42551	larp
FBgn0261625	FBgn0261625	CG42708	GLS
FBgn0261631	FBgn0261631	CG42714	CG42714
FBgn0261634	FBgn0261634	CG42717	CG42717
FBgn0261636	FBgn0261636	CR42719	lncRNA:CR42719
FBgn0261641	FBgn0261641	CG42724	CG42724
FBgn0261647	FBgn0261647	CG4272	Axud1
FBgn0261648	FBgn0261648	CG6464	salm
FBgn0261649	FBgn0261649	CG31247	tinc
FBgn0261671	FBgn0261671	CG42555	tweek
FBgn0261673	FBgn0261673	CG8776	nemy
FBgn0261674	FBgn0261674	CG42709	CG42709
FBgn0261675	FBgn0261675	CG12092	Npc1b
FBgn0261698	FBgn0261698	CG42732	SLO2
FBgn0261700	FBgn0261700	CR42736	lncRNA:CR42736
FBgn0261703	FBgn0261703	CG42739	gce
FBgn0261710	FBgn0261710	CG17255	nocte
FBgn0261722	FBgn0261722	CG6151	fwe
FBgn0261743	FBgn0261743	GD18836	Dsim\Desat2
FBgn0261786	FBgn0261786	CG5360	mi
FBgn0261788	FBgn0261788	CG42734	Ank2
FBgn0261789	FBgn0261789	CG1249	SmD2
FBgn0261790	FBgn0261790	CG18591	SmE
FBgn0261792	FBgn0261792	CG5454	snRNP-U1-C
FBgn0261793	FBgn0261793	CG18009	Trf2
FBgn0261794	FBgn0261794	CG5594	kcc
FBgn0261797	FBgn0261797	CG7507	Dhc64C
FBgn0261800	FBgn0261800	CG7123	LanB1
FBgn0261801	FBgn0261801	CG42747	CG42747
FBgn0261802	FBgn0261802	CG42748	CG42748
FBgn0261804	FBgn0261804	CG42750	CG42750
FBgn0261808	FBgn0261808	CG31299	cu
FBgn0261811	FBgn0261811	CG11940	pico
FBgn0261822	FBgn0261822	CG31605	Bsg
FBgn0261823	FBgn0261823	CG8787	Asx
FBgn0261831	FBgn0261831	CG42763	CG42763
FBgn0261836	FBgn0261836	CG42768	Msp300
FBgn0261843	FBgn0261843	CG42775	pre-mod(mdg4)-W
FBgn0261844	FBgn0261844	CG42776	pre-mod(mdg4)-V
FBgn0261845	FBgn0261845	CG42777	pre-mod(mdg4)-U
FBgn0261848	FBgn0261848	CG42780	CG42780
FBgn0261850	FBgn0261850	CG9433	Xpd
FBgn0261854	FBgn0261854	CG42783	aPKC
FBgn0261859	FBgn0261859	CG42788	CG42788
FBgn0261862	FBgn0261862	CG12891	whd
FBgn0261872	FBgn0261872	CG33522	scaf6
FBgn0261873	FBgn0261873	CG32717	sdt
FBgn0261881	FBgn0261881	CG4140	l(2)35Be
FBgn0261885	FBgn0261885	CG7467	osa
FBgn0261928	FBgn0261928	CG42795	CG42795
FBgn0261929	FBgn0261929	CG42796	5-HT2B
FBgn0261930	FBgn0261930	CG6172	vnd
FBgn0261931	FBgn0261931	CG42797	CG42797
FBgn0261933	FBgn0261933	CG10753	SmD1
FBgn0261934	FBgn0261934	CG42799	dikar
FBgn0261938	FBgn0261938	CG4644	mtRNApol
FBgn0261954	FBgn0261954	CG4399	east
FBgn0261955	FBgn0261955	CG3861	kdn
FBgn0261975	FBgn0261975	CG42806	CG42806
FBgn0261976	FBgn0261976	CG18013	Psf2
FBgn0261983	FBgn0261983	CG4713	l(2)gd1
FBgn0261984	FBgn0261984	CG4583	Ire1
FBgn0261985	FBgn0261985	CG1228	Ptpmeg
FBgn0261986	FBgn0261986	CG5053	RASSF8
FBgn0261988	FBgn0261988	CG17998	Gprk2
FBgn0261989	FBgn0261989	CG42807	CG42807
FBgn0261995	FBgn0261995	CG42813	CG42813
FBgn0261998	FBgn0261998	CG42816	CG42816
FBgn0261999	FBgn0261999	CG42817	Ca-Ma2d
FBgn0262000	FBgn0262000	CG42818	CG42818
FBgn0262001	FBgn0262001	CG42819	CG42819
FBgn0262005	FBgn0262005	CG42823	CG42823
FBgn0262007	FBgn0262007	CG42825	CG42825
FBgn0262008	FBgn0262008	CG42826	CG42826
FBgn0262009	FBgn0262009	CG42827	CG42827
FBgn0262010	FBgn0262010	CG42828	CG42828
FBgn0262028	FBgn0262028	CR42839	lncRNA:CR42839
FBgn0262035	FBgn0262035	CG42846	CG42846
FBgn0262081	FBgn0262081	CG42317	Csk
FBgn0262083	FBgn0262083	GA28624	Dpse\bru-3
FBgn0262090	FBgn0262090	GD14642	Dsim\st
FBgn0262093	FBgn0262093	GD23936	Dsim\Ance
FBgn0262101	FBgn0262101	CG42854	CG42854
FBgn0262102	FBgn0262102	CG42855	CG42855
FBgn0262103	FBgn0262103	CG42856	Sik3
FBgn0262107	FBgn0262107	CR42860	asRNA:CR42860
FBgn0262108	FBgn0262108	CR42861	lncRNA:CR42861
